trial_number,value,params
38,0.10287994247074243,"{'clf_lr': 0.01404883609948191, 'dropout': 0.12686882018911272, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 1.5671884177216628, 'n_units_l0': 134, 'n_units_l1': 355, 'n_units_l2': 9, 'n_units_l3': 161}"
39,0.34248299776256114,"{'clf_lr': 0.007193789706674395, 'dropout': 0.013382652532285655, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 2.36029976647593, 'n_units_l0': 9, 'n_units_l1': 311}"
40,0.33932550731566863,"{'clf_lr': 0.051117548599310454, 'dropout': 0.22309118695505703, 'reduction': 'sum', 'n_layers': 1, 'pos_weight': 2.856085822052095, 'n_units_l0': 84}"
41,0.40780804439860646,"{'clf_lr': 0.004960943886582992, 'dropout': 0.4908729588207441, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.610891964051897, 'n_units_l0': 143, 'n_units_l1': 38, 'n_units_l2': 64}"
42,0.4036987441888747,"{'clf_lr': 0.00581255665605024, 'dropout': 0.39567169674810715, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.681422517373347, 'n_units_l0': 148, 'n_units_l1': 110, 'n_units_l2': 69}"
43,0.36405587052140076,"{'clf_lr': 0.012350202302504333, 'dropout': 0.5305845339769153, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.098057700097148, 'n_units_l0': 88, 'n_units_l1': 81, 'n_units_l2': 162}"
44,0.3833250164111736,"{'clf_lr': 0.02034315490623655, 'dropout': 0.5991325466210732, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.3886279217050226, 'n_units_l0': 209, 'n_units_l1': 5, 'n_units_l2': 51}"
45,0.30676691266567996,"{'clf_lr': 0.004725519984765579, 'dropout': 0.4379531849405635, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 3.7947583534428597, 'n_units_l0': 36, 'n_units_l1': 141, 'n_units_l2': 383, 'n_units_l3': 467, 'n_units_l4': 358}"
46,0.40420439144740306,"{'clf_lr': 0.010530481213723533, 'dropout': 0.2337267262242101, 'reduction': 'sum', 'n_layers': 4, 'pos_weight': 3.418251272584897, 'n_units_l0': 114, 'n_units_l1': 409, 'n_units_l2': 461, 'n_units_l3': 311}"
47,0.29465095029349847,"{'clf_lr': 0.07136774297878562, 'dropout': 0.3757493176665256, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.5194659514597326, 'n_units_l0': 765, 'n_units_l1': 24, 'n_units_l2': 114}"
48,0.34477155514461066,"{'clf_lr': 0.02001476715365695, 'dropout': 0.49963810837555667, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 2.9596411089323023, 'n_units_l0': 219, 'n_units_l1': 177, 'n_units_l2': 314, 'n_units_l3': 768}"
49,0.4137470660787568,"{'clf_lr': 0.003628869933532335, 'dropout': 0.5788503205976295, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 4.295350019550398, 'n_units_l0': 155, 'n_units_l1': 79}"
