trial_number,value,params
10,0.3142941487461294,"{'clf_lr': 0.027769089109998462, 'dropout': 0.38529623055045814, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 2.7477992657509414, 'model_lr': 0.003546689542212665, 'nhead': 6, 'num_layers': 8, 'margin': 0.323917551081267, 'n_units_l0': 762, 'n_units_l1': 18, 'n_units_l2': 73, 'n_units_l3': 763, 'n_units_l4': 165, 'n_units_l5': 759}"
11,0.3833250164111736,"{'clf_lr': 0.03551400213449855, 'dropout': 0.20683637547091716, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 3.384325211783664, 'model_lr': 0.009987776565927423, 'nhead': 4, 'num_layers': 4, 'margin': 0.037396473773962484, 'n_units_l0': 461, 'n_units_l1': 647, 'n_units_l2': 21, 'n_units_l3': 532}"
12,0.3833250164111736,"{'clf_lr': 0.032656850915664774, 'dropout': 0.016897334898239136, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 3.2294768929135893, 'model_lr': 0.009891511707208185, 'nhead': 4, 'num_layers': 5, 'margin': 0.1983023392017036, 'n_units_l0': 446, 'n_units_l1': 689, 'n_units_l2': 19}"
13,0.4090924870829024,"{'clf_lr': 0.0014895485896944775, 'dropout': 0.36254152450461286, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.972257159398039, 'model_lr': 0.00837961292704425, 'nhead': 2, 'num_layers': 6, 'margin': 0.2798039222393571, 'n_units_l0': 406, 'n_units_l1': 575, 'n_units_l2': 186, 'n_units_l3': 451, 'n_units_l4': 745}"
14,0.3833250164111736,"{'clf_lr': 0.0003285452246068951, 'dropout': 0.9947986340907456, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.876389022329759, 'model_lr': 0.00817698321923887, 'nhead': 2, 'num_layers': 7, 'margin': 0.3411784766078525, 'n_units_l0': 349, 'n_units_l1': 589, 'n_units_l2': 187, 'n_units_l3': 389, 'n_units_l4': 759}"
15,0.3331997031279656,"{'clf_lr': 0.015965531897058745, 'dropout': 0.4167663229268451, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.933710758802769, 'model_lr': 0.005430536977623367, 'nhead': 2, 'num_layers': 7, 'margin': 0.20456926695076902, 'n_units_l0': 383, 'n_units_l1': 277, 'n_units_l2': 186, 'n_units_l3': 768, 'n_units_l4': 763, 'n_units_l5': 10}"
16,0.3729338619407189,"{'clf_lr': 0.002299645321259869, 'dropout': 0.4727429502930779, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 1.9344818452551413, 'model_lr': 0.008257297150896008, 'nhead': 6, 'num_layers': 6, 'margin': 0.6490102407335239, 'n_units_l0': 74, 'n_units_l1': 575, 'n_units_l2': 393, 'n_units_l3': 347, 'n_units_l4': 560}"
17,0.3003471988852251,"{'clf_lr': 0.019935222481305557, 'dropout': 0.28023992079474214, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.404541376066091, 'model_lr': 0.005838868532254222, 'nhead': 2, 'num_layers': 7, 'margin': 0.4047526178530946, 'n_units_l0': 266, 'n_units_l1': 210, 'n_units_l2': 124, 'n_units_l3': 406, 'n_units_l4': 255}"
18,0.3670517086033048,"{'clf_lr': 0.008580491681229145, 'dropout': 0.12376092821663359, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 2.4765676134281125, 'model_lr': 0.008696925238252218, 'nhead': 2, 'num_layers': 6, 'margin': 0.14890523007102208, 'n_units_l0': 150, 'n_units_l1': 544, 'n_units_l2': 336}"
19,0.3463537061479378,"{'clf_lr': 0.041470899836415165, 'dropout': 0.31039101801209484, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 3.582618532340008, 'model_lr': 0.0025570699982127337, 'nhead': 4, 'num_layers': 8, 'margin': 0.2653218689554382, 'n_units_l0': 444, 'n_units_l1': 320, 'n_units_l2': 239, 'n_units_l3': 11, 'n_units_l4': 330, 'n_units_l5': 664}"
20,0.34308034534290743,"{'clf_lr': 0.018914513755203706, 'dropout': 0.5094337263738244, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 4.5035425222483525, 'model_lr': 0.007455324721567214, 'nhead': 6, 'num_layers': 5, 'margin': 0.1086185360147826, 'n_units_l0': 717, 'n_units_l1': 6, 'n_units_l2': 135, 'n_units_l3': 662}"
21,0.34197298476787985,"{'clf_lr': 0.03136267887491503, 'dropout': 0.16083164062290883, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 3.5141805680990497, 'model_lr': 0.009351243837759697, 'nhead': 4, 'num_layers': 4, 'margin': 0.033556488224651626, 'n_units_l0': 458, 'n_units_l1': 660, 'n_units_l2': 12, 'n_units_l3': 493}"
22,0.2576796400302627,"{'clf_lr': 0.008413737617753221, 'dropout': 0.26334011940500485, 'reduction': 'mean', 'n_layers': 3, 'pos_weight': 3.1891209959806286, 'model_lr': 0.009236980820059729, 'nhead': 4, 'num_layers': 4, 'margin': 0.25344783286067796, 'n_units_l0': 537, 'n_units_l1': 527, 'n_units_l2': 4}"
23,0.3833250164111736,"{'clf_lr': 0.03741255586468425, 'dropout': 0.0729564101034254, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.066150119796576, 'model_lr': 0.006438993768946683, 'nhead': 4, 'num_layers': 5, 'margin': 0.08753381096737753, 'n_units_l0': 400, 'n_units_l1': 761, 'n_units_l2': 90, 'n_units_l3': 507, 'n_units_l4': 11}"
24,0.22660911287470004,"{'clf_lr': 0.024194568883313707, 'dropout': 0.4303375973468123, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 1.9478830020893207, 'model_lr': 0.007840631255739154, 'nhead': 2, 'num_layers': 3, 'margin': 0.4270744874496131, 'n_units_l0': 485, 'n_units_l1': 666, 'n_units_l2': 86, 'n_units_l3': 500}"
25,0.337793468790078,"{'clf_lr': 0.011445208910841992, 'dropout': 0.3415954438964578, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.961228842688253, 'model_lr': 0.00895155011385837, 'nhead': 6, 'num_layers': 6, 'margin': 0.011382475635612059, 'n_units_l0': 587, 'n_units_l1': 615, 'n_units_l2': 273, 'n_units_l3': 301, 'n_units_l4': 627}"
26,0.4083062741512926,"{'clf_lr': 0.00019581949613368065, 'dropout': 0.23336453056312123, 'reduction': 'mean', 'n_layers': 4, 'pos_weight': 4.4351983353767315, 'model_lr': 0.009892173278711374, 'nhead': 4, 'num_layers': 4, 'margin': 0.2739812571611948, 'n_units_l0': 345, 'n_units_l1': 491, 'n_units_l2': 443, 'n_units_l3': 668}"
27,0.4078267571785271,"{'clf_lr': 0.0014644277663862656, 'dropout': 0.12880237193459676, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.665962099058869, 'model_lr': 0.005906132574133963, 'nhead': 2, 'num_layers': 7, 'margin': 0.2781460307536955, 'n_units_l0': 323, 'n_units_l1': 391, 'n_units_l2': 501, 'n_units_l3': 684, 'n_units_l4': 662, 'n_units_l5': 469}"
28,0.4159354236048889,"{'clf_lr': 0.0020049426302113146, 'dropout': 0.09864400529827605, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.516371236837465, 'model_lr': 0.004869867997273771, 'nhead': 2, 'num_layers': 2, 'margin': 0.43421497834162304, 'n_units_l0': 312, 'n_units_l1': 383, 'n_units_l2': 454, 'n_units_l3': 650, 'n_units_l4': 627, 'n_units_l5': 441}"
29,0.31893210251469245,"{'clf_lr': 0.05300579494163041, 'dropout': 0.08448996013667667, 'reduction': 'sum', 'n_layers': 6, 'pos_weight': 3.880181411341309, 'model_lr': 0.004122531338146944, 'nhead': 2, 'num_layers': 2, 'margin': 0.4467297500652868, 'n_units_l0': 269, 'n_units_l1': 503, 'n_units_l2': 435, 'n_units_l3': 576, 'n_units_l4': 534, 'n_units_l5': 456}"
30,0.3847850637599547,"{'clf_lr': 0.024694512842948727, 'dropout': 0.021083189416891607, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.219656863952649, 'model_lr': 0.0026670485459084022, 'nhead': 2, 'num_layers': 2, 'margin': 0.5903905724109568, 'n_units_l0': 404, 'n_units_l1': 375, 'n_units_l2': 460, 'n_units_l3': 450, 'n_units_l4': 403}"
31,0.43441716310570044,"{'clf_lr': 0.00036580273157920296, 'dropout': 0.13041112089094536, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.630753561361416, 'model_lr': 0.005003581064644704, 'nhead': 2, 'num_layers': 3, 'margin': 0.2864343298416908, 'n_units_l0': 325, 'n_units_l1': 396, 'n_units_l2': 517, 'n_units_l3': 666, 'n_units_l4': 646, 'n_units_l5': 476}"
32,0.4179039270764642,"{'clf_lr': 0.0015770274619366098, 'dropout': 0.22006209271799537, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.5071913700541275, 'model_lr': 0.004870975319084906, 'nhead': 2, 'num_layers': 3, 'margin': 0.4974355619276626, 'n_units_l0': 162, 'n_units_l1': 385, 'n_units_l2': 613, 'n_units_l3': 648, 'n_units_l4': 644, 'n_units_l5': 335}"
33,0.3501771113752151,"{'clf_lr': 0.01362375322444726, 'dropout': 0.12145938357711172, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.2258082721883525, 'model_lr': 0.004841976018563692, 'nhead': 2, 'num_layers': 2, 'margin': 0.5170952964809014, 'n_units_l0': 120, 'n_units_l1': 396, 'n_units_l2': 654, 'n_units_l3': 623, 'n_units_l4': 651, 'n_units_l5': 329}"
34,0.3892256550090509,"{'clf_lr': 0.008602707995334833, 'dropout': 0.3048380498470369, 'reduction': 'sum', 'n_layers': 6, 'pos_weight': 4.646486704434097, 'model_lr': 0.0029634183840694475, 'nhead': 2, 'num_layers': 3, 'margin': 0.7542936346616743, 'n_units_l0': 173, 'n_units_l1': 249, 'n_units_l2': 578, 'n_units_l3': 706, 'n_units_l4': 591, 'n_units_l5': 516}"
35,0.36965907528409203,"{'clf_lr': 0.012996872763371393, 'dropout': 0.351492440799097, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 3.874322733951905, 'model_lr': 0.0016147473957572908, 'nhead': 2, 'num_layers': 2, 'margin': 0.4029913986485718, 'n_units_l0': 278, 'n_units_l1': 325, 'n_units_l2': 646, 'n_units_l3': 573, 'n_units_l4': 697, 'n_units_l5': 298}"
36,0.39700776383623626,"{'clf_lr': 0.006486438734391346, 'dropout': 0.16444801741257997, 'reduction': 'sum', 'n_layers': 5, 'pos_weight': 4.172528616247331, 'model_lr': 0.00012023160350330304, 'nhead': 2, 'num_layers': 3, 'margin': 0.5737622867923178, 'n_units_l0': 201, 'n_units_l1': 159, 'n_units_l2': 640, 'n_units_l3': 298, 'n_units_l4': 480}"
37,0.40190590077130317,"{'clf_lr': 0.0037778582752600607, 'dropout': 0.23288153787159435, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.580213075218734, 'model_lr': 0.006498503492575709, 'nhead': 2, 'num_layers': 3, 'margin': 0.3554026008673036, 'n_units_l0': 92, 'n_units_l1': 419, 'n_units_l2': 514, 'n_units_l3': 632, 'n_units_l4': 695, 'n_units_l5': 554}"
38,0.3833250164111736,"{'clf_lr': 0.06509038063359932, 'dropout': 0.08289486945075275, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 4.75805200080948, 'model_lr': 0.004299604878933921, 'nhead': 2, 'num_layers': 2, 'margin': 0.4769102109900093, 'n_units_l0': 295, 'n_units_l1': 348, 'n_units_l2': 750, 'n_units_l3': 440, 'n_units_l4': 568, 'n_units_l5': 162}"
39,0.3367304936880302,"{'clf_lr': 0.020487636624546064, 'dropout': 0.19026388462981192, 'reduction': 'sum', 'n_layers': 5, 'pos_weight': 4.363167143682297, 'model_lr': 0.0053232996863949705, 'nhead': 2, 'num_layers': 3, 'margin': 0.6496731590714713, 'n_units_l0': 374, 'n_units_l1': 273, 'n_units_l2': 532, 'n_units_l3': 732, 'n_units_l4': 608}"
40,0.0,"{'clf_lr': 0.013578229954508513, 'dropout': 0.6012485880940469, 'reduction': 'mean', 'n_layers': 6, 'pos_weight': 0.5053177474637489, 'model_lr': 0.0033757896064523256, 'nhead': 2, 'num_layers': 2, 'margin': 0.944592460839269, 'n_units_l0': 228, 'n_units_l1': 456, 'n_units_l2': 604, 'n_units_l3': 555, 'n_units_l4': 721, 'n_units_l5': 390}"
41,0.39943742371092683,"{'clf_lr': 0.00022201411061953218, 'dropout': 0.24954312624599953, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.317016833916461, 'model_lr': 0.004674715039606159, 'nhead': 4, 'num_layers': 4, 'margin': 0.30267621473352313, 'n_units_l0': 329, 'n_units_l1': 498, 'n_units_l2': 470, 'n_units_l3': 643, 'n_units_l4': 685}"
42,0.3520181521037238,"{'clf_lr': 0.005763255774869367, 'dropout': 0.22442455932035618, 'reduction': 'mean', 'n_layers': 5, 'pos_weight': 4.441948672603928, 'model_lr': 0.006852510359994799, 'nhead': 2, 'num_layers': 4, 'margin': 0.37686395959975605, 'n_units_l0': 29, 'n_units_l1': 473, 'n_units_l2': 369, 'n_units_l3': 679, 'n_units_l4': 600}"
43,0.41176660984101876,"{'clf_lr': 0.00495951779608386, 'dropout': 0.004916135647907993, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 4.752303288770654, 'model_lr': 0.005886185105113217, 'nhead': 4, 'num_layers': 3, 'margin': 0.47029273608990585, 'n_units_l0': 353, 'n_units_l1': 424}"
44,0.41662206115035627,"{'clf_lr': 0.005704970690587147, 'dropout': 9.571821898949565e-05, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 4.996224256940886, 'model_lr': 0.006123291160746917, 'nhead': 8, 'num_layers': 3, 'margin': 0.5262275481178701, 'n_units_l0': 252, 'n_units_l1': 416}"
45,0.4018038561876744,"{'clf_lr': 0.009987842046812781, 'dropout': 0.033050890336069026, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 4.73621207516106, 'model_lr': 0.005988733521187745, 'nhead': 8, 'num_layers': 3, 'margin': 0.5184694360958803, 'n_units_l0': 181, 'n_units_l1': 425}"
46,0.39180108468766,"{'clf_lr': 0.09813721101172626, 'dropout': 0.003090823283507291, 'reduction': 'mean', 'n_layers': 1, 'pos_weight': 3.862515590336675, 'model_lr': 0.004418606838435686, 'nhead': 8, 'num_layers': 3, 'margin': 0.6218999662809073, 'n_units_l0': 249}"
47,0.390684015268318,"{'clf_lr': 0.005684730905185032, 'dropout': 0.053689800874012775, 'reduction': 'sum', 'n_layers': 2, 'pos_weight': 4.768826968375195, 'model_lr': 0.005185956724965941, 'nhead': 6, 'num_layers': 2, 'margin': 0.45426279357220245, 'n_units_l0': 292, 'n_units_l1': 354}"
48,0.34248141265191356,"{'clf_lr': 0.08409700361713429, 'dropout': 0.1027478148746285, 'reduction': 'mean', 'n_layers': 2, 'pos_weight': 3.99490771245586, 'model_lr': 0.003605041411711514, 'nhead': 8, 'num_layers': 3, 'margin': 0.7577478126847509, 'n_units_l0': 135, 'n_units_l1': 429}"
49,0.3589465214418961,"{'clf_lr': 0.01622300697065799, 'dropout': 0.15217076071212984, 'reduction': 'mean', 'n_layers': 1, 'pos_weight': 4.6125024870823585, 'model_lr': 0.005658749817784428, 'nhead': 4, 'num_layers': 3, 'margin': 0.6913300774691967, 'n_units_l0': 206}"
