trial_number,value,params
14,0.5524068143632677,"{'clf_lr': 0.04539399463919033, 'clf_dropout': 0.6217701820732559, 'clf_n_layers': 2, 'clf_pos_weight': 1.4337257624129736, 'clf_n_units_l0': 312, 'clf_n_units_l1': 508}"
15,0.5638873411549462,"{'clf_lr': 0.01270305489787528, 'clf_dropout': 0.22330752055005632, 'clf_n_layers': 2, 'clf_pos_weight': 1.493315539937331, 'clf_n_units_l0': 557, 'clf_n_units_l1': 415}"
16,0.5779784321784973,"{'clf_lr': 0.039351758972599, 'clf_dropout': 0.6684803814712785, 'clf_n_layers': 1, 'clf_pos_weight': 2.8408752375996906, 'clf_n_units_l0': 414}"
17,0.4889836344454024,"{'clf_lr': 0.07875636092771089, 'clf_dropout': 0.9667894006632842, 'clf_n_layers': 2, 'clf_pos_weight': 2.3885182405398764, 'clf_n_units_l0': 624, 'clf_n_units_l1': 618}"
18,0.47915210988786483,"{'clf_lr': 0.016306208835310945, 'clf_dropout': 0.4291183725396933, 'clf_n_layers': 4, 'clf_pos_weight': 0.9552584056831548, 'clf_n_units_l0': 278, 'clf_n_units_l1': 32, 'clf_n_units_l2': 5, 'clf_n_units_l3': 757}"
19,0.5728383958339691,"{'clf_lr': 0.03479724625139039, 'clf_dropout': 0.20928076508397342, 'clf_n_layers': 1, 'clf_pos_weight': 1.7399688980455736, 'clf_n_units_l0': 475}"
20,0.5496384799480438,"{'clf_lr': 0.0479018206851374, 'clf_dropout': 0.6876793869150652, 'clf_n_layers': 2, 'clf_pos_weight': 0.6134645778192307, 'clf_n_units_l0': 355, 'clf_n_units_l1': 375}"
21,0.5865238871839311,"{'clf_lr': 0.042695784833190344, 'clf_dropout': 0.3449402575976188, 'clf_n_layers': 1, 'clf_pos_weight': 1.2283453506698654, 'clf_n_units_l0': 439}"
22,0.5703700317276849,"{'clf_lr': 0.09797178238171256, 'clf_dropout': 0.31555413292683787, 'clf_n_layers': 1, 'clf_pos_weight': 1.2529322801110085, 'clf_n_units_l0': 464}"
23,0.5535265141063266,"{'clf_lr': 0.06368347714597741, 'clf_dropout': 0.48212792237388374, 'clf_n_layers': 2, 'clf_pos_weight': 1.0995136516871384, 'clf_n_units_l0': 274, 'clf_n_units_l1': 754}"
24,0.5754009783267975,"{'clf_lr': 0.036892149211280506, 'clf_dropout': 0.39292863283086177, 'clf_n_layers': 1, 'clf_pos_weight': 0.5060709267067003, 'clf_n_units_l0': 607}"
25,0.5324005716376834,"{'clf_lr': 0.05162950833000189, 'clf_dropout': 0.524689127258468, 'clf_n_layers': 2, 'clf_pos_weight': 1.5006723533458315, 'clf_n_units_l0': 488, 'clf_n_units_l1': 586}"
26,0.5876805682977041,"{'clf_lr': 0.025815767724537492, 'clf_dropout': 0.07195172441274383, 'clf_n_layers': 1, 'clf_pos_weight': 0.9027037973776694, 'clf_n_units_l0': 403}"
27,0.5607376661565568,"{'clf_lr': 0.011190485986120352, 'clf_dropout': 0.10343080122025605, 'clf_n_layers': 3, 'clf_pos_weight': 1.8706795993023948, 'clf_n_units_l0': 361, 'clf_n_units_l1': 281, 'clf_n_units_l2': 225}"
28,0.5547440449396769,"{'clf_lr': 0.0247555162760051, 'clf_dropout': 0.004515417279024284, 'clf_n_layers': 5, 'clf_pos_weight': 2.4447205485461527, 'clf_n_units_l0': 238, 'clf_n_units_l1': 92, 'clf_n_units_l2': 580, 'clf_n_units_l3': 698, 'clf_n_units_l4': 721}"
29,0.5717882977591621,"{'clf_lr': 0.02533468013749511, 'clf_dropout': 0.17793770168390538, 'clf_n_layers': 3, 'clf_pos_weight': 3.7797244676847175, 'clf_n_units_l0': 609, 'clf_n_units_l1': 503, 'clf_n_units_l2': 269}"
30,0.578332245349884,"{'clf_lr': 0.04139989711327162, 'clf_dropout': 0.09110834770005227, 'clf_n_layers': 1, 'clf_pos_weight': 1.116359165130906, 'clf_n_units_l0': 36}"
31,0.5812082688013712,"{'clf_lr': 0.03117041101645777, 'clf_dropout': 0.27825096142710587, 'clf_n_layers': 1, 'clf_pos_weight': 0.8696548825810894, 'clf_n_units_l0': 396}"
32,0.5768873128626082,"{'clf_lr': 0.020148987821778118, 'clf_dropout': 0.10272354200257597, 'clf_n_layers': 1, 'clf_pos_weight': 0.808783408487706, 'clf_n_units_l0': 451}"
33,0.5620642602443695,"{'clf_lr': 0.009003487480544862, 'clf_dropout': 0.6307262127485014, 'clf_n_layers': 2, 'clf_pos_weight': 1.399765965086452, 'clf_n_units_l0': 341, 'clf_n_units_l1': 675}"
34,0.5838661558098264,"{'clf_lr': 0.027188637939103068, 'clf_dropout': 0.4985944699465649, 'clf_n_layers': 1, 'clf_pos_weight': 1.6622975018229584, 'clf_n_units_l0': 397}"
35,0.5936720437473721,"{'clf_lr': 0.037486549746978876, 'clf_dropout': 0.42902192984697585, 'clf_n_layers': 2, 'clf_pos_weight': 0.7288091794554789, 'clf_n_units_l0': 506, 'clf_n_units_l1': 402}"
36,0.5049498677253723,"{'clf_lr': 0.049909648173359536, 'clf_dropout': 0.4151123672667067, 'clf_n_layers': 3, 'clf_pos_weight': 2.0592789300781904, 'clf_n_units_l0': 510, 'clf_n_units_l1': 401, 'clf_n_units_l2': 552}"
37,0.5919694271352556,"{'clf_lr': 0.001092232413974062, 'clf_dropout': 0.29052254622614065, 'clf_n_layers': 2, 'clf_pos_weight': 1.090721874248055, 'clf_n_units_l0': 572, 'clf_n_units_l1': 321}"
38,0.5866974824004703,"{'clf_lr': 0.004952836493794709, 'clf_dropout': 0.067293814409806, 'clf_n_layers': 2, 'clf_pos_weight': 4.971322838594803, 'clf_n_units_l0': 588, 'clf_n_units_l1': 346}"
39,0.5789586967892117,"{'clf_lr': 0.0011889383197108833, 'clf_dropout': 0.1587004186377684, 'clf_n_layers': 3, 'clf_pos_weight': 3.230571659750157, 'clf_n_units_l0': 743, 'clf_n_units_l1': 245, 'clf_n_units_l2': 748}"
40,0.5579857660664452,"{'clf_lr': 0.01822665989314578, 'clf_dropout': 0.2813491642594055, 'clf_n_layers': 2, 'clf_pos_weight': 2.1565644575209983, 'clf_n_units_l0': 649, 'clf_n_units_l1': 443}"
41,0.5771380232440101,"{'clf_lr': 0.006440968896236188, 'clf_dropout': 0.06381101508401232, 'clf_n_layers': 2, 'clf_pos_weight': 4.9643281225499445, 'clf_n_units_l0': 564, 'clf_n_units_l1': 341}"
42,0.5815954837534163,"{'clf_lr': 0.0011605696487622212, 'clf_dropout': 0.2670774470123254, 'clf_n_layers': 3, 'clf_pos_weight': 4.174040287376451, 'clf_n_units_l0': 673, 'clf_n_units_l1': 336, 'clf_n_units_l2': 321}"
43,0.5886680086453756,"{'clf_lr': 0.012001817954052231, 'clf_dropout': 0.03893447335624761, 'clf_n_layers': 2, 'clf_pos_weight': 2.855794015532294, 'clf_n_units_l0': 516, 'clf_n_units_l1': 254}"
44,0.5925617780950334,"{'clf_lr': 0.01437619688687918, 'clf_dropout': 0.1538430055630955, 'clf_n_layers': 4, 'clf_pos_weight': 2.834759790063936, 'clf_n_units_l0': 517, 'clf_n_units_l1': 233, 'clf_n_units_l2': 111, 'clf_n_units_l3': 579}"
45,0.5090167423089346,"{'clf_lr': 0.01327551560308474, 'clf_dropout': 0.151857814558184, 'clf_n_layers': 5, 'clf_pos_weight': 2.754005362439722, 'clf_n_units_l0': 514, 'clf_n_units_l1': 226, 'clf_n_units_l2': 7, 'clf_n_units_l3': 578, 'clf_n_units_l4': 435}"
46,0.5608823233180575,"{'clf_lr': 0.014576979300178953, 'clf_dropout': 0.2301892666510943, 'clf_n_layers': 4, 'clf_pos_weight': 3.105132863405366, 'clf_n_units_l0': 535, 'clf_n_units_l1': 265, 'clf_n_units_l2': 131, 'clf_n_units_l3': 564}"
47,0.5239485369788276,"{'clf_lr': 0.020229960900305106, 'clf_dropout': 0.3655042504359347, 'clf_n_layers': 4, 'clf_pos_weight': 3.1984068776210206, 'clf_n_units_l0': 118, 'clf_n_units_l1': 210, 'clf_n_units_l2': 109, 'clf_n_units_l3': 246}"
48,0.5791867143578,"{'clf_lr': 0.00944219981661671, 'clf_dropout': 0.02884786367703296, 'clf_n_layers': 3, 'clf_pos_weight': 3.695551861001975, 'clf_n_units_l0': 568, 'clf_n_units_l1': 190, 'clf_n_units_l2': 303}"
49,0.5707525776492225,"{'clf_lr': 0.006255932671393559, 'clf_dropout': 0.13999955199782518, 'clf_n_layers': 4, 'clf_pos_weight': 2.6067827925731315, 'clf_n_units_l0': 708, 'clf_n_units_l1': 278, 'clf_n_units_l2': 482, 'clf_n_units_l3': 534}"
50,0.5750580628712972,"{'clf_lr': 0.0008296131729596083, 'clf_dropout': 0.3006830841565302, 'clf_n_layers': 5, 'clf_pos_weight': 2.897272951660977, 'clf_n_units_l0': 493, 'clf_n_units_l1': 131, 'clf_n_units_l2': 155, 'clf_n_units_l3': 656, 'clf_n_units_l4': 8}"
51,0.561479025416904,"{'clf_lr': 0.02920209484570053, 'clf_dropout': 0.04216522267893432, 'clf_n_layers': 2, 'clf_pos_weight': 0.7217408239766144, 'clf_n_units_l0': 418, 'clf_n_units_l1': 442}"
52,0.5571042630407546,"{'clf_lr': 0.02328853540508357, 'clf_dropout': 0.11998163300345266, 'clf_n_layers': 3, 'clf_pos_weight': 1.0107120670025451, 'clf_n_units_l0': 457, 'clf_n_units_l1': 291, 'clf_n_units_l2': 63}"
53,0.5690455436706543,"{'clf_lr': 0.016157249241709838, 'clf_dropout': 0.18055663590936882, 'clf_n_layers': 1, 'clf_pos_weight': 2.969701455047499, 'clf_n_units_l0': 532}"
54,0.5530501306056976,"{'clf_lr': 0.030978668159907533, 'clf_dropout': 0.2310999151337546, 'clf_n_layers': 2, 'clf_pos_weight': 3.3724961193619056, 'clf_n_units_l0': 582, 'clf_n_units_l1': 139}"
55,0.4925540288289388,"{'clf_lr': 0.03487334082160801, 'clf_dropout': 0.45534905629304523, 'clf_n_layers': 4, 'clf_pos_weight': 2.5610118259548127, 'clf_n_units_l0': 498, 'clf_n_units_l1': 175, 'clf_n_units_l2': 345, 'clf_n_units_l3': 236}"
56,0.5814843277136484,"{'clf_lr': 0.022851836291436688, 'clf_dropout': 0.35946278661249076, 'clf_n_layers': 1, 'clf_pos_weight': 0.7486108208687465, 'clf_n_units_l0': 385}"
57,0.5353986422220866,"{'clf_lr': 0.03881197829817672, 'clf_dropout': 0.5726979845791947, 'clf_n_layers': 2, 'clf_pos_weight': 3.4992205127283307, 'clf_n_units_l0': 435, 'clf_n_units_l1': 373}"
58,0.5618974930710263,"{'clf_lr': 0.009009552809431907, 'clf_dropout': 0.002851352985155292, 'clf_n_layers': 2, 'clf_pos_weight': 1.2869564239110338, 'clf_n_units_l0': 333, 'clf_n_units_l1': 71}"
59,0.5870722466044955,"{'clf_lr': 0.027808148027326625, 'clf_dropout': 0.07065644317114826, 'clf_n_layers': 1, 'clf_pos_weight': 2.2549090255401962, 'clf_n_units_l0': 474}"
60,0.579574058453242,"{'clf_lr': 0.015094945678248477, 'clf_dropout': 0.1927107742887244, 'clf_n_layers': 1, 'clf_pos_weight': 1.939891931664516, 'clf_n_units_l0': 298}"
61,0.582537571589152,"{'clf_lr': 0.028945398654610467, 'clf_dropout': 0.08169979050268142, 'clf_n_layers': 1, 'clf_pos_weight': 2.2565756466148987, 'clf_n_units_l0': 471}"
62,0.5875711341698965,"{'clf_lr': 0.04596709743058325, 'clf_dropout': 0.049657693686471535, 'clf_n_layers': 1, 'clf_pos_weight': 0.6251320200709896, 'clf_n_units_l0': 547}"
63,0.5752102136611938,"{'clf_lr': 0.04505615786203955, 'clf_dropout': 0.03237940795895474, 'clf_n_layers': 1, 'clf_pos_weight': 0.6367278325921315, 'clf_n_units_l0': 627}"
64,0.5467299686537849,"{'clf_lr': 0.05775676734331156, 'clf_dropout': 0.13135678908875745, 'clf_n_layers': 2, 'clf_pos_weight': 0.5093778802199286, 'clf_n_units_l0': 541, 'clf_n_units_l1': 308}"
65,0.582426024807824,"{'clf_lr': 0.03853461685290652, 'clf_dropout': 0.5356843795561481, 'clf_n_layers': 1, 'clf_pos_weight': 1.1464954243935614, 'clf_n_units_l0': 592}"
66,0.563947018649843,"{'clf_lr': 0.03500774067529787, 'clf_dropout': 0.4557662981666754, 'clf_n_layers': 2, 'clf_pos_weight': 0.949539990569885, 'clf_n_units_l0': 418, 'clf_n_units_l1': 555}"
67,0.5844495362705655,"{'clf_lr': 0.046989546584668425, 'clf_dropout': 0.40377960918111777, 'clf_n_layers': 1, 'clf_pos_weight': 0.6602301513797462, 'clf_n_units_l0': 369}"
68,0.5224841237068176,"{'clf_lr': 0.06664791155001659, 'clf_dropout': 0.6013290045322827, 'clf_n_layers': 4, 'clf_pos_weight': 1.6484839688056196, 'clf_n_units_l0': 193, 'clf_n_units_l1': 445, 'clf_n_units_l2': 245, 'clf_n_units_l3': 463}"
69,0.5588230921162499,"{'clf_lr': 0.042473037495865895, 'clf_dropout': 0.2546699306482354, 'clf_n_layers': 1, 'clf_pos_weight': 0.8638100059762159, 'clf_n_units_l0': 642}"
70,0.575219088130527,"{'clf_lr': 0.017590797483260916, 'clf_dropout': 0.04888645474213571, 'clf_n_layers': 2, 'clf_pos_weight': 0.9885138300650241, 'clf_n_units_l0': 553, 'clf_n_units_l1': 247}"
71,0.5853457980685763,"{'clf_lr': 0.027009955256382306, 'clf_dropout': 0.10752354446484934, 'clf_n_layers': 1, 'clf_pos_weight': 2.688022499642954, 'clf_n_units_l0': 486}"
72,0.5886556373702155,"{'clf_lr': 0.032627636797309144, 'clf_dropout': 0.08502352757905847, 'clf_n_layers': 1, 'clf_pos_weight': 1.3639994054383309, 'clf_n_units_l0': 520}"
73,0.5868736439281039,"{'clf_lr': 0.03158966628388681, 'clf_dropout': 0.021164692848223726, 'clf_n_layers': 1, 'clf_pos_weight': 1.3358002250621985, 'clf_n_units_l0': 559}"
74,0.5759743816322751,"{'clf_lr': 0.022501130593669715, 'clf_dropout': 0.7182876524429327, 'clf_n_layers': 1, 'clf_pos_weight': 1.1313595977908761, 'clf_n_units_l0': 521}"
75,0.5661052399211459,"{'clf_lr': 0.03700276970761471, 'clf_dropout': 0.1659380790575249, 'clf_n_layers': 2, 'clf_pos_weight': 0.8337611428199766, 'clf_n_units_l0': 439, 'clf_n_units_l1': 207}"
76,0.5775716569688585,"{'clf_lr': 0.04075269791642659, 'clf_dropout': 0.09542843359712302, 'clf_n_layers': 1, 'clf_pos_weight': 1.0944014830107702, 'clf_n_units_l0': 579}"
77,0.5953879819975959,"{'clf_lr': 0.011982536544179084, 'clf_dropout': 0.20647020197500143, 'clf_n_layers': 3, 'clf_pos_weight': 1.557423257402102, 'clf_n_units_l0': 610, 'clf_n_units_l1': 476, 'clf_n_units_l2': 191}"
78,0.5307590199841393,"{'clf_lr': 0.01085315132524689, 'clf_dropout': 0.9164346420788803, 'clf_n_layers': 3, 'clf_pos_weight': 1.6160349465451858, 'clf_n_units_l0': 680, 'clf_n_units_l1': 383, 'clf_n_units_l2': 174}"
79,0.5812350842687819,"{'clf_lr': 0.004393371593176654, 'clf_dropout': 0.3053740362633541, 'clf_n_layers': 4, 'clf_pos_weight': 1.423152783297119, 'clf_n_units_l0': 615, 'clf_n_units_l1': 531, 'clf_n_units_l2': 82, 'clf_n_units_l3': 17}"
80,0.5634665687878927,"{'clf_lr': 0.020947010356315656, 'clf_dropout': 0.2019418556137495, 'clf_n_layers': 3, 'clf_pos_weight': 2.4685791943311086, 'clf_n_units_l0': 516, 'clf_n_units_l1': 483, 'clf_n_units_l2': 482}"
81,0.5732715196079678,"{'clf_lr': 0.05508282914338812, 'clf_dropout': 0.12871807748708092, 'clf_n_layers': 2, 'clf_pos_weight': 0.5907420837075805, 'clf_n_units_l0': 505, 'clf_n_units_l1': 311}"
82,0.5757465958595276,"{'clf_lr': 0.050733387931686344, 'clf_dropout': 0.2461054984947007, 'clf_n_layers': 2, 'clf_pos_weight': 0.8619105783492306, 'clf_n_units_l0': 543, 'clf_n_units_l1': 470}"
83,0.5794154273139106,"{'clf_lr': 0.025327842848551302, 'clf_dropout': 0.06325835366318554, 'clf_n_layers': 1, 'clf_pos_weight': 1.2120178308469873, 'clf_n_units_l0': 597}"
84,0.48982269565264386,"{'clf_lr': 0.0335044728756596, 'clf_dropout': 0.1553173168313035, 'clf_n_layers': 6, 'clf_pos_weight': 0.7275114766473177, 'clf_n_units_l0': 656, 'clf_n_units_l1': 407, 'clf_n_units_l2': 57, 'clf_n_units_l3': 647, 'clf_n_units_l4': 562, 'clf_n_units_l5': 37}"
85,0.5505828658739725,"{'clf_lr': 0.012299834753407169, 'clf_dropout': 0.4783474389108405, 'clf_n_layers': 3, 'clf_pos_weight': 2.970529167279938, 'clf_n_units_l0': 630, 'clf_n_units_l1': 361, 'clf_n_units_l2': 183}"
86,0.5901669495635562,"{'clf_lr': 0.007297455765111749, 'clf_dropout': 0.42875150903918213, 'clf_n_layers': 4, 'clf_pos_weight': 1.0529525448921853, 'clf_n_units_l0': 453, 'clf_n_units_l1': 156, 'clf_n_units_l2': 217, 'clf_n_units_l3': 475}"
87,0.5914208226733737,"{'clf_lr': 0.007287168602322943, 'clf_dropout': 0.38151353773639585, 'clf_n_layers': 4, 'clf_pos_weight': 1.0576072508111738, 'clf_n_units_l0': 448, 'clf_n_units_l1': 99, 'clf_n_units_l2': 218, 'clf_n_units_l3': 488}"
88,0.5856473479006026,"{'clf_lr': 0.008230149727249253, 'clf_dropout': 0.3832202511330732, 'clf_n_layers': 4, 'clf_pos_weight': 1.5271612362020688, 'clf_n_units_l0': 445, 'clf_n_units_l1': 101, 'clf_n_units_l2': 220, 'clf_n_units_l3': 495}"
89,0.5712627006901635,"{'clf_lr': 0.003671440707456784, 'clf_dropout': 0.33027803540910367, 'clf_n_layers': 5, 'clf_pos_weight': 1.8081634696663005, 'clf_n_units_l0': 460, 'clf_n_units_l1': 70, 'clf_n_units_l2': 277, 'clf_n_units_l3': 328, 'clf_n_units_l4': 201}"
90,0.5468450850910611,"{'clf_lr': 0.01304077869642669, 'clf_dropout': 0.4188143808831437, 'clf_n_layers': 4, 'clf_pos_weight': 0.9975383704676708, 'clf_n_units_l0': 488, 'clf_n_units_l1': 160, 'clf_n_units_l2': 372, 'clf_n_units_l3': 588}"
91,0.5871854921181997,"{'clf_lr': 0.002325418034986272, 'clf_dropout': 0.43876557825902945, 'clf_n_layers': 4, 'clf_pos_weight': 1.0552130056971074, 'clf_n_units_l0': 396, 'clf_n_units_l1': 101, 'clf_n_units_l2': 188, 'clf_n_units_l3': 456}"
92,0.5722274250454373,"{'clf_lr': 0.006571337390740777, 'clf_dropout': 0.37737335686619106, 'clf_n_layers': 4, 'clf_pos_weight': 1.209768800260322, 'clf_n_units_l0': 408, 'clf_n_units_l1': 232, 'clf_n_units_l2': 139, 'clf_n_units_l3': 510}"
93,0.5069285896089342,"{'clf_lr': 0.018746262233810016, 'clf_dropout': 0.48529755480245507, 'clf_n_layers': 4, 'clf_pos_weight': 1.3445252620926196, 'clf_n_units_l0': 422, 'clf_n_units_l1': 15, 'clf_n_units_l2': 224, 'clf_n_units_l3': 350}"
94,0.5983793967299991,"{'clf_lr': 0.010105943926155016, 'clf_dropout': 0.3411651681836841, 'clf_n_layers': 5, 'clf_pos_weight': 0.8958988086653772, 'clf_n_units_l0': 351, 'clf_n_units_l1': 148, 'clf_n_units_l2': 423, 'clf_n_units_l3': 630, 'clf_n_units_l4': 264}"
95,0.5276608632670509,"{'clf_lr': 1.648055798527011e-05, 'clf_dropout': 0.4004013569390723, 'clf_n_layers': 5, 'clf_pos_weight': 3.075009422246635, 'clf_n_units_l0': 378, 'clf_n_units_l1': 166, 'clf_n_units_l2': 438, 'clf_n_units_l3': 617, 'clf_n_units_l4': 291}"
96,0.527384940120909,"{'clf_lr': 0.010242645015873632, 'clf_dropout': 0.342044423209174, 'clf_n_layers': 5, 'clf_pos_weight': 2.8025474607912897, 'clf_n_units_l0': 347, 'clf_n_units_l1': 41, 'clf_n_units_l2': 395, 'clf_n_units_l3': 721, 'clf_n_units_l4': 563}"
97,0.5792218943436941,"{'clf_lr': 0.007271878130339874, 'clf_dropout': 0.5205743201750921, 'clf_n_layers': 3, 'clf_pos_weight': 1.5014365076123641, 'clf_n_units_l0': 571, 'clf_n_units_l1': 256, 'clf_n_units_l2': 341}"
98,0.5753384894794888,"{'clf_lr': 0.003922238641108324, 'clf_dropout': 0.32472776295454864, 'clf_n_layers': 6, 'clf_pos_weight': 0.7514175732337567, 'clf_n_units_l0': 317, 'clf_n_units_l1': 139, 'clf_n_units_l2': 283, 'clf_n_units_l3': 524, 'clf_n_units_l4': 266, 'clf_n_units_l5': 324}"
99,0.49292325642373824,"{'clf_lr': 0.07829259888023146, 'clf_dropout': 0.28362235591870555, 'clf_n_layers': 5, 'clf_pos_weight': 0.9370254587928987, 'clf_n_units_l0': 245, 'clf_n_units_l1': 214, 'clf_n_units_l2': 250, 'clf_n_units_l3': 656, 'clf_n_units_l4': 521}"
